Country Code,Country Name,Year,Cases,GDP,Population,Cases (per million people)
MUS,Mauritius,2019,406,14436347115.0,1265985,321
MUS,Mauritius,2020,108,11401040996.0,1266014,85
MUS,Mauritius,2022,223,12898307089.0,1262523,177
MYS,Malaysia,2017,662,319000000000.0,31975806,21
MYS,Malaysia,2018,493,359000000000.0,32399271,15
MYS,Malaysia,2019,1175,365000000000.0,32804020,36
MYS,Malaysia,2020,346,337000000000.0,33199993,10
MYS,Malaysia,2021,287,373000000000.0,33573874,9
MYS,Malaysia,2022,5084,406000000000.0,33938221,150
NAM,Namibia,2021,132,12446290855.0,2530151,52
NAM,Namibia,2022,79,12607436976.0,2567012,31
NCL,New Caledonia,2017,204,9173670000.0,270810,753
NCL,New Caledonia,2018,291,9896402295.0,271170,1073
NCL,New Caledonia,2019,541,9475655342.0,271240,1995
NCL,New Caledonia,2020,16,9454629451.0,272460,59
NER,Niger,2017,117,11185101444.0,21737922,5
NER,Niger,2018,83,12808661487.0,22577058,4
NER,Niger,2019,144,12916454871.0,23443393,6
NER,Niger,2020,134,13744174582.0,24333639,6
NER,Niger,2021,101,14915002098.0,25252722,4
NER,Niger,2022,120,13969605583.0,26207977,5
NGA,Nigeria,2017,3,376000000000.0,193495907,0
NGA,Nigeria,2018,77,422000000000.0,198387623,0
NGA,Nigeria,2019,89,475000000000.0,203304492,0
NGA,Nigeria,2020,29,432000000000.0,208327405,0
NGA,Nigeria,2021,54,441000000000.0,213401323,0
NGA,Nigeria,2022,23,477000000000.0,218541212,0
NIC,Nicaragua,2017,762,13785890939.0,6480532,118
NIC,Nicaragua,2018,1320,13025266513.0,6572233,201
NIC,Nicaragua,2019,1419,12699028890.0,6663924,213
NIC,Nicaragua,2020,41,12678162359.0,6755895,6
NIC,Nicaragua,2021,4,14145852101.0,6850540,1
NIC,Nicaragua,2022,803,15671583878.0,6948392,116
NOR,Norway,2017,16479,402000000000.0,5276968,3123
NOR,Norway,2018,32966,440000000000.0,5311916,6206
NOR,Norway,2019,22282,409000000000.0,5347896,4166
NOR,Norway,2020,13475,368000000000.0,5379475,2505
NOR,Norway,2021,547,490000000000.0,5408320,101
NOR,Norway,2022,22485,579000000000.0,5457127,4120
NPL,Nepal,2017,2152,28971588881.0,28183426,76
NPL,Nepal,2018,957,33111525183.0,28506712,34
NPL,Nepal,2019,2569,34186180695.0,28832496,89
NPL,Nepal,2020,692,33433659223.0,29348627,24
NPL,Nepal,2021,1135,36924841430.0,30034989,38
NPL,Nepal,2022,705,40828247302.0,30547580,23
NZL,New Zealand,2017,945,207000000000.0,4813600,196
NZL,New Zealand,2018,475,212000000000.0,4900600,97
NZL,New Zealand,2019,1011,213000000000.0,4979200,203
NZL,New Zealand,2020,0,213000000000.0,5090200,0
OMN,Oman,2017,3024,80856697009.0,4541854,666
OMN,Oman,2018,1388,91505851756.0,4601157,302
OMN,Oman,2019,1376,88060858257.0,4602768,299
OMN,Oman,2020,157,75909397659.0,4543399,35
OMN,Oman,2021,884,88191977373.0,4520471,196
OMN,Oman,2022,1069,115000000000.0,4576298,234
PAK,Pakistan,2017,113,339000000000.0,216379655,1
PAK,Pakistan,2018,688,356000000000.0,219731479,3
PAK,Pakistan,2019,649,321000000000.0,223293280,3
PAK,Pakistan,2020,109,300000000000.0,227196741,0
PAK,Pakistan,2021,602,348000000000.0,231402117,3
PAK,Pakistan,2022,1359,377000000000.0,235824862,6
PAN,Panama,2017,262,62202700000.0,4096063,64
PAN,Panama,2018,202,67294169235.0,4165255,48
PAN,Panama,2019,382,69721787533.0,4232532,90
PAN,Panama,2020,52,57086836942.0,4294396,12
PAN,Panama,2021,0,67406738052.0,4351267,0
PAN,Panama,2022,681,76522511781.0,4408581,154
PER,Peru,2017,241,211000000000.0,31605486,8
PER,Peru,2018,1061,223000000000.0,32203944,33
PER,Peru,2019,349,228000000000.0,32824861,11
PER,Peru,2020,68,202000000000.0,33304756,2
PER,Peru,2021,561,224000000000.0,33715471,17
PER,Peru,2022,2328,243000000000.0,34049588,68
PHL,Philippines,2017,268,328000000000.0,106738501,3
PHL,Philippines,2018,216,347000000000.0,108568836,2
PHL,Philippines,2019,612,377000000000.0,110380804,6
PHL,Philippines,2020,52,362000000000.0,112190977,0
PHL,Philippines,2021,105,394000000000.0,113880328,1
PHL,Philippines,2022,260,404000000000.0,115559009,2
PNG,Papua New Guinea,2017,27,22742696408.0,9114796,3
PNG,Papua New Guinea,2018,24,24109780113.0,9329227,3
PNG,Papua New Guinea,2019,19,24751069238.0,9542486,2
POL,Poland,2017,1543,525000000000.0,37974826,41
POL,Poland,2018,2377,589000000000.0,37974750,63
POL,Poland,2019,1786,596000000000.0,37965475,47
POL,Poland,2020,1282,599000000000.0,37899070,34
POL,Poland,2021,2,679000000000.0,37747124,0
POL,Poland,2022,1604,688000000000.0,37561599,43
PRT,Portugal,2017,1286,221000000000.0,10300300,125
PRT,Portugal,2018,3984,242000000000.0,10283822,387
PRT,Portugal,2019,6634,240000000000.0,10286263,645
PRT,Portugal,2020,3403,229000000000.0,10297081,330
PRT,Portugal,2021,158,254000000000.0,10325147,15
PRT,Portugal,2022,15451,252000000000.0,10379007,1489
PRY,Paraguay,2017,948,38997129809.0,6355404,149
PRY,Paraguay,2018,932,40225448651.0,6443328,145
PRY,Paraguay,2019,1498,37925338460.0,6530026,229
PRY,Paraguay,2020,97,35432177936.0,6618695,15
PRY,Paraguay,2021,63,39950899733.0,6703799,9
PRY,Paraguay,2022,1232,41722295362.0,6780744,182
QAT,Qatar,2017,7548,161000000000.0,2711755,2783
QAT,Qatar,2018,11450,183000000000.0,2766732,4138
QAT,Qatar,2019,8365,176000000000.0,2807235,2980
QAT,Qatar,2020,3749,144000000000.0,2760385,1358
QAT,Qatar,2021,754,180000000000.0,2688235,280
QAT,Qatar,2022,6315,237000000000.0,2695122,2343
ROU,Romania,2017,475,210000000000.0,19588715,24
ROU,Romania,2018,1369,243000000000.0,19473970,70
ROU,Romania,2019,1801,251000000000.0,19371648,93
ROU,Romania,2020,1424,251000000000.0,19265250,74
ROU,Romania,2021,9,285000000000.0,19119880,0
ROU,Romania,2022,1381,301000000000.0,18956666,73
RUS,Russian Federation,2017,14635,1570000000000.0,144496739,101
RUS,Russian Federation,2018,15314,1660000000000.0,144477859,106
RUS,Russian Federation,2019,19340,1690000000000.0,144406261,134
RUS,Russian Federation,2020,16393,1490000000000.0,144073139,114
RUS,Russian Federation,2021,6112,1840000000000.0,143449286,43
RUS,Russian Federation,2022,14531,2240000000000.0,143555736,101
RWA,Rwanda,2017,10,9252833678.0,12230339,1
RWA,Rwanda,2018,25,9636510839.0,12531808,2
RWA,Rwanda,2019,50,10346675636.0,12835028,4
SAU,Saudi Arabia,2017,700,715000000000.0,34193122,20
SAU,Saudi Arabia,2018,1177,847000000000.0,35018133,34
SAU,Saudi Arabia,2019,2459,839000000000.0,35827362,69
SAU,Saudi Arabia,2020,528,734000000000.0,35997107,15
SAU,Saudi Arabia,2021,235,869000000000.0,35950396,7
SAU,Saudi Arabia,2022,1372,1110000000000.0,36408820,38
SEN,Senegal,2017,820,20996562959.0,15157793,54
SEN,Senegal,2018,480,23116701540.0,15574909,31
SEN,Senegal,2019,483,23403995985.0,16000781,30
SEN,Senegal,2020,366,24530513059.0,16436120,22
SEN,Senegal,2021,334,27569136728.0,16876720,20
SEN,Senegal,2022,497,27684430244.0,17316449,29
SGP,Singapore,2017,998,343000000000.0,5612253,178
SGP,Singapore,2018,1106,377000000000.0,5638676,196
SGP,Singapore,2019,1154,377000000000.0,5703569,202
SGP,Singapore,2020,376,348000000000.0,5685807,66
SGP,Singapore,2021,1,424000000000.0,5453566,0
SGP,Singapore,2022,909,467000000000.0,5637022,161
SLE,Sierra Leone,2017,17,3719443318.0,7677565,2
SLE,Sierra Leone,2018,10,4085114542.0,7861281,1
SLE,Sierra Leone,2019,22,4076578654.0,8046828,3
SLE,Sierra Leone,2020,1,4062906364.0,8233970,0
SLE,Sierra Leone,2021,8,4249234574.0,8420641,1
SLE,Sierra Leone,2022,0,3970343852.0,8605718,0
SLV,El Salvador,2017,288,24979190000.0,6266654,46
SLV,El Salvador,2018,196,26020850000.0,6276342,31
SLV,El Salvador,2019,244,26881140000.0,6280217,39
SLV,El Salvador,2020,7,24930080000.0,6292731,1
SLV,El Salvador,2021,0,29451240000.0,6314167,0
SLV,El Salvador,2022,128,32488720000.0,6336392,20
SRB,Serbia,2017,150,44179075779.0,7020858,21
SRB,Serbia,2018,831,50640662859.0,6982604,119
SRB,Serbia,2019,1876,51514242776.0,6945235,270
SRB,Serbia,2020,1242,53356484764.0,6899126,180
SRB,Serbia,2021,14,63082021206.0,6834326,2
SRB,Serbia,2022,607,63501748652.0,6760087,90
SUR,Suriname,2017,12,3591679371.0,587559,20
SUR,Suriname,2018,22,3996198760.0,593715,37
SUR,Suriname,2019,173,4016040575.0,600301,288
SUR,Suriname,2020,11,2911807496.0,607065,18
SUR,Suriname,2021,0,2984706244.0,612985,0
SUR,Suriname,2022,8,3620655116.0,618040,13
SVN,Slovenia,2017,3906,48589100043.0,2066388,1890
SVN,Slovenia,2018,3020,54177882426.0,2073894,1456
SVN,Slovenia,2019,3576,54331588482.0,2088385,1712
SVN,Slovenia,2020,3141,53706800044.0,2102419,1494
SVN,Slovenia,2021,14,61748586535.0,2108079,7
SVN,Slovenia,2022,2705,62117768015.0,2108732,1283
SWE,Sweden,2017,11242,541000000000.0,10057698,1118
SWE,Sweden,2018,21407,555000000000.0,10175214,2104
SWE,Sweden,2019,13823,534000000000.0,10278887,1345
SWE,Sweden,2020,7232,547000000000.0,10353442,699
SWE,Sweden,2021,8943,637000000000.0,10415811,859
SWE,Sweden,2022,14313,586000000000.0,10486941,1365
SYC,Seychelles,2019,9,1645090567.0,97625,92
SYC,Seychelles,2020,7,1183515398.0,98462,71
SYR,Syrian Arab Republic,2017,0,16369724433.0,18983373,0
SYR,Syrian Arab Republic,2018,2,21496337968.0,19333463,0
SYR,Syrian Arab Republic,2019,3,22600896352.0,20098251,0
SYR,Syrian Arab Republic,2020,9,11159274040.0,20772595,0
TCA,Turks and Caicos Islands,2018,0,1113178000.0,41487,0
TCA,Turks and Caicos Islands,2019,12,1197415000.0,43080,279
TCA,Turks and Caicos Islands,2020,8,924583000.0,44276,181
TCA,Turks and Caicos Islands,2021,0,1044778790.0,45114,0
TCA,Turks and Caicos Islands,2022,0,1138808881.0,45703,0
TCD,Chad,2018,26,11239167890.0,15604210,2
TCD,Chad,2019,13,11314951088.0,16126866,1
TCD,Chad,2020,3,10715396051.0,16644701,0
TCD,Chad,2021,3,11779981332.0,17179740,0
TCD,Chad,2022,1,12704149842.0,17723315,0
TGO,Togo,2017,233,6395472028.0,7852795,30
TGO,Togo,2018,254,7029217932.0,8046679,32
TGO,Togo,2019,501,6992656429.0,8243094,61
TGO,Togo,2020,91,7389329393.0,8442580,11
TGO,Togo,2021,300,8334047486.0,8644829,35
TGO,Togo,2022,336,8126439481.0,8848699,38
THA,Thailand,2017,1288,456000000000.0,70898202,18
THA,Thailand,2018,784,507000000000.0,71127802,11
THA,Thailand,2019,1568,544000000000.0,71307763,22
THA,Thailand,2020,297,500000000000.0,71475664,4
THA,Thailand,2021,23,506000000000.0,71601103,0
THA,Thailand,2022,575,495000000000.0,71697030,8
TJK,Tajikistan,2017,18,7536403147.0,8925525,2
TJK,Tajikistan,2018,46,7765000282.0,9128132,5
TJK,Tajikistan,2019,30,8300813890.0,9337003,3
TJK,Tajikistan,2020,18,8133963813.0,9543207,2
TJK,Tajikistan,2021,21,8937805347.0,9750064,2
TJK,Tajikistan,2022,247,10492123388.0,9952787,25
TKM,Turkmenistan,2018,0,40765428571.0,6065066,0
TKM,Turkmenistan,2019,6,44220285714.0,6158420,1
TKM,Turkmenistan,2020,4,45610571429.0,6250438,1
TLS,Timor-Leste,2017,4,1595724300.0,1243235,3
TLS,Timor-Leste,2018,128,1563887900.0,1261845,101
TLS,Timor-Leste,2019,244,2028551600.0,1280438,191
TLS,Timor-Leste,2020,43,2158392500.0,1299995,33
TLS,Timor-Leste,2021,18,3621222400.0,1320942,14
TLS,Timor-Leste,2022,436,3163324631.0,1341296,325
TTO,Trinidad and Tobago,2017,17,23797686962.0,1478607,11
TTO,Trinidad and Tobago,2018,19,24322359037.0,1504709,13
TTO,Trinidad and Tobago,2019,270,23849557811.0,1519955,178
TTO,Trinidad and Tobago,2020,34,21059428846.0,1518147,22
TTO,Trinidad and Tobago,2021,0,24460196270.0,1525663,0
TTO,Trinidad and Tobago,2022,0,27899082337.0,1531044,0
TUN,Tunisia,2017,339,42163530591.0,11811443,29
TUN,Tunisia,2018,303,42686509836.0,11933041,25
TUN,Tunisia,2019,211,41905637659.0,12049314,18
TUN,Tunisia,2020,305,42538462678.0,12161723,25
TUN,Tunisia,2021,3,46687298709.0,12262946,0
TUN,Tunisia,2022,410,46664948952.0,12356117,33
UGA,Uganda,2017,404,30744473840.0,40127085,10
UGA,Uganda,2018,38,32927025621.0,41515395,1
UGA,Uganda,2019,179,35348155092.0,42949080,4
UGA,Uganda,2020,13,37605430214.0,44404611,0
UGA,Uganda,2021,103,40510241366.0,45853778,2
UGA,Uganda,2022,418,45559202049.0,47249585,9
UKR,Ukraine,2017,659,112000000000.0,44831135,15
UKR,Ukraine,2018,1075,131000000000.0,44622518,24
UKR,Ukraine,2019,682,154000000000.0,44386203,15
UKR,Ukraine,2020,1149,157000000000.0,44132049,26
UKR,Ukraine,2021,51,200000000000.0,43792855,1
UKR,Ukraine,2022,5359,161000000000.0,38000000,141
URY,Uruguay,2017,197,65006047680.0,3422200,58
URY,Uruguay,2018,124,65203071111.0,3427042,36
URY,Uruguay,2019,140,62048585619.0,3428409,41
URY,Uruguay,2020,11,53666908480.0,3429086,3
URY,Uruguay,2021,15,61412268249.0,3426260,4
URY,Uruguay,2022,205,71177146197.0,3422794,60
USA,United States of America,2017,214333,19500000000000.0,325122128,659
USA,United States of America,2018,267611,20500000000000.0,326838199,819
USA,United States of America,2019,268524,21400000000000.0,328329953,818
USA,United States of America,2020,229766,21100000000000.0,331511512,693
USA,United States of America,2021,39507,23300000000000.0,332031554,119
USA,United States of America,2022,470104,25500000000000.0,333287557,1411
UZB,Uzbekistan,2017,8,62081322741.0,32388600,0
UZB,Uzbekistan,2018,16,52870108218.0,32956100,0
UZB,Uzbekistan,2019,22,60283503705.0,33580350,1
UZB,Uzbekistan,2020,9,60224701296.0,34232050,0
UZB,Uzbekistan,2021,46,69600614989.0,34915100,1
UZB,Uzbekistan,2022,62,80391853885.0,35648100,2
ZAF,South Africa,2017,1210,381000000000.0,56641209,21
ZAF,South Africa,2018,1160,404000000000.0,57339635,20
ZAF,South Africa,2019,1164,389000000000.0,58087055,20
ZAF,South Africa,2020,157,338000000000.0,58801927,3
ZAF,South Africa,2021,413,419000000000.0,59392255,7
ZAF,South Africa,2022,1171,406000000000.0,59893885,20
ZMB,Zambia,2017,154,25873601261.0,17298054,9
ZMB,Zambia,2018,391,26311506435.0,17835893,22
ZMB,Zambia,2019,426,23308667781.0,18380477,23
ZMB,Zambia,2020,30,18110638619.0,18927715,2
ZMB,Zambia,2021,275,22147649569.0,19473125,14
ZMB,Zambia,2022,347,29784454056.0,20017675,17
ZWE,Zimbabwe,2021,6,28371238666.0,15993524,0
ZWE,Zimbabwe,2022,45,20678055598.0,16320537,3
