Country Code,Country Name,Year,Cases,GDP
SGP,Singapore,2021,1,424000000000.0
SGP,Singapore,2022,909,467000000000.0
SLE,Sierra Leone,2017,17,3719443318.0
SLE,Sierra Leone,2018,10,4085114542.0
SLE,Sierra Leone,2019,22,4076578654.0
SLE,Sierra Leone,2020,1,4062906364.0
SLE,Sierra Leone,2021,8,4249234574.0
SLE,Sierra Leone,2022,0,3970343852.0
SLV,El Salvador,2017,288,24979190000.0
SLV,El Salvador,2018,196,26020850000.0
SLV,El Salvador,2019,244,26881140000.0
SLV,El Salvador,2020,7,24930080000.0
SLV,El Salvador,2021,0,29451240000.0
SLV,El Salvador,2022,128,32488720000.0
SRB,Serbia,2017,150,44179075779.0
SRB,Serbia,2018,831,50640662859.0
SRB,Serbia,2019,1876,51514242776.0
SRB,Serbia,2020,1242,53356484764.0
SRB,Serbia,2021,14,63082021206.0
SRB,Serbia,2022,607,63501748652.0
SUR,Suriname,2017,12,3591679371.0
SUR,Suriname,2018,22,3996198760.0
SUR,Suriname,2019,173,4016040575.0
SUR,Suriname,2020,11,2911807496.0
SUR,Suriname,2021,0,2984706244.0
SUR,Suriname,2022,8,3620655116.0
SVN,Slovenia,2017,3906,48589100043.0
SVN,Slovenia,2018,3020,54177882426.0
SVN,Slovenia,2019,3576,54331588482.0
SVN,Slovenia,2020,3141,53706800044.0
SVN,Slovenia,2021,14,61748586535.0
SVN,Slovenia,2022,2705,62117768015.0
SWE,Sweden,2017,11242,541000000000.0
SWE,Sweden,2018,21407,555000000000.0
SWE,Sweden,2019,13823,534000000000.0
SWE,Sweden,2020,7232,547000000000.0
SWE,Sweden,2021,8943,637000000000.0
SWE,Sweden,2022,14313,586000000000.0
SYC,Seychelles,2019,9,1645090567.0
SYC,Seychelles,2020,7,1183515398.0
SYR,Syrian Arab Republic,2017,0,16369724433.0
SYR,Syrian Arab Republic,2018,2,21496337968.0
SYR,Syrian Arab Republic,2019,3,22600896352.0
SYR,Syrian Arab Republic,2020,9,11159274040.0
TCA,Turks and Caicos Islands,2018,0,1113178000.0
TCA,Turks and Caicos Islands,2019,12,1197415000.0
TCA,Turks and Caicos Islands,2020,8,924583000.0
TCA,Turks and Caicos Islands,2021,0,1044778790.0
TCA,Turks and Caicos Islands,2022,0,1138808881.0
TCD,Chad,2018,26,11239167890.0
TCD,Chad,2019,13,11314951088.0
TCD,Chad,2020,3,10715396051.0
TCD,Chad,2021,3,11779981332.0
TCD,Chad,2022,1,12704149842.0
TGO,Togo,2017,233,6395472028.0
TGO,Togo,2018,254,7029217932.0
TGO,Togo,2019,501,6992656429.0
TGO,Togo,2020,91,7389329393.0
TGO,Togo,2021,300,8334047486.0
TGO,Togo,2022,336,8126439481.0
THA,Thailand,2017,1288,456000000000.0
THA,Thailand,2018,784,507000000000.0
THA,Thailand,2019,1568,544000000000.0
THA,Thailand,2020,297,500000000000.0
THA,Thailand,2021,23,506000000000.0
THA,Thailand,2022,575,495000000000.0
TJK,Tajikistan,2017,18,7536403147.0
TJK,Tajikistan,2018,46,7765000282.0
TJK,Tajikistan,2019,30,8300813890.0
TJK,Tajikistan,2020,18,8133963813.0
TJK,Tajikistan,2021,21,8937805347.0
TJK,Tajikistan,2022,247,10492123388.0
TKM,Turkmenistan,2018,0,40765428571.0
TKM,Turkmenistan,2019,6,44220285714.0
TKM,Turkmenistan,2020,4,45610571429.0
TLS,Timor-Leste,2017,4,1595724300.0
TLS,Timor-Leste,2018,128,1563887900.0
TLS,Timor-Leste,2019,244,2028551600.0
TLS,Timor-Leste,2020,43,2158392500.0
TLS,Timor-Leste,2021,18,3621222400.0
TLS,Timor-Leste,2022,436,3163324631.0
TTO,Trinidad and Tobago,2017,17,23797686962.0
TTO,Trinidad and Tobago,2018,19,24322359037.0
TTO,Trinidad and Tobago,2019,270,23849557811.0
TTO,Trinidad and Tobago,2020,34,21059428846.0
TTO,Trinidad and Tobago,2021,0,24460196270.0
TTO,Trinidad and Tobago,2022,0,27899082337.0
TUN,Tunisia,2017,339,42163530591.0
TUN,Tunisia,2018,303,42686509836.0
TUN,Tunisia,2019,211,41905637659.0
TUN,Tunisia,2020,305,42538462678.0
TUN,Tunisia,2021,3,46687298709.0
TUN,Tunisia,2022,410,46664948952.0
UGA,Uganda,2017,404,30744473840.0
UGA,Uganda,2018,38,32927025621.0
UGA,Uganda,2019,179,35348155092.0
UGA,Uganda,2020,13,37605430214.0
UGA,Uganda,2021,103,40510241366.0
UGA,Uganda,2022,418,45559202049.0
UKR,Ukraine,2017,659,112000000000.0
UKR,Ukraine,2018,1075,131000000000.0
UKR,Ukraine,2019,682,154000000000.0
UKR,Ukraine,2020,1149,157000000000.0
UKR,Ukraine,2021,51,200000000000.0
UKR,Ukraine,2022,5359,161000000000.0
URY,Uruguay,2017,197,65006047680.0
URY,Uruguay,2018,124,65203071111.0
URY,Uruguay,2019,140,62048585619.0
URY,Uruguay,2020,11,53666908480.0
URY,Uruguay,2021,15,61412268249.0
URY,Uruguay,2022,205,71177146197.0
USA,United States of America,2017,214333,19500000000000.0
USA,United States of America,2018,267611,20500000000000.0
USA,United States of America,2019,268524,21400000000000.0
USA,United States of America,2020,229766,21100000000000.0
USA,United States of America,2021,39507,23300000000000.0
USA,United States of America,2022,470104,25500000000000.0
UZB,Uzbekistan,2017,8,62081322741.0
UZB,Uzbekistan,2018,16,52870108218.0
UZB,Uzbekistan,2019,22,60283503705.0
UZB,Uzbekistan,2020,9,60224701296.0
UZB,Uzbekistan,2021,46,69600614989.0
UZB,Uzbekistan,2022,62,80391853885.0
ZAF,South Africa,2017,1210,381000000000.0
ZAF,South Africa,2018,1160,404000000000.0
ZAF,South Africa,2019,1164,389000000000.0
ZAF,South Africa,2020,157,338000000000.0
ZAF,South Africa,2021,413,419000000000.0
ZAF,South Africa,2022,1171,406000000000.0
ZMB,Zambia,2017,154,25873601261.0
ZMB,Zambia,2018,391,26311506435.0
ZMB,Zambia,2019,426,23308667781.0
ZMB,Zambia,2020,30,18110638619.0
ZMB,Zambia,2021,275,22147649569.0
ZMB,Zambia,2022,347,29784454056.0
ZWE,Zimbabwe,2021,6,28371238666.0
ZWE,Zimbabwe,2022,45,20678055598.0
